datetime,aqi,pm25,pm10,co,no2,o3,so2,temp,humidity,pressure,wind
2026-03-23 20:00,49,11.87,20.74,106.86,0.07,48.55,0.15,,,,
2026-03-23 21:00,53,12.82,22.5,106.65,0.07,48.64,0.16,,,,
2026-03-23 22:00,54,13.58,24.01,106.85,0.07,48.87,0.16,,,,
2026-03-23 23:00,55,13.97,25.11,106.82,0.07,49.01,0.17,,,,
2026-03-24 00:00,56,14.29,26.28,107.09,0.07,49.14,0.17,,,,
2026-03-24 00:00,56,14.29,26.28,107.09,0.07,49.14,0.17,,,,
2026-03-24 01:00,56,14.6,27.72,107.38,0.08,49.31,0.18,,,,
2026-03-24 02:00,57,14.92,29.36,108.02,0.08,49.53,0.19,,,,
2026-03-24 03:00,57,15.09,30.66,108.81,0.1,49.96,0.2,,,,
2026-03-24 04:00,57,14.89,30.95,109.34,0.1,50.25,0.2,,,,
2026-03-24 05:00,56,14.4,30.24,109.65,0.09,50.33,0.19,,,,
2026-03-24 06:00,54,13.73,28.86,109.81,0.07,50.29,0.18,,,,
2026-03-24 07:00,53,13.06,27.3,109.91,0.06,50.06,0.16,,,,
2026-03-24 08:00,52,12.5,25.96,109.7,0.06,49.6,0.15,,,,
2026-03-24 09:00,500,12.01,24.83,109.29,0.05,49.22,0.13,,,,
2026-03-24 10:00,48,11.6,23.84,109.1,0.05,49.24,0.12,,,,
2026-03-24 11:00,47,11.33,23.07,108.56,0.05,48.78,0.11,,,,
2026-03-24 12:00,46,11.11,22.36,108.34,0.06,48.62,0.1,,,,
2026-03-24 13:00,45,10.9,21.69,108.36,0.07,48.8,0.1,,,,
2026-03-24 14:00,44,10.67,21.03,108.38,0.1,48.96,0.09,,,,
2026-03-24 15:00,44,10.48,20.51,108.52,0.1,49.04,0.09,,,,
2026-03-24 16:00,43,10.32,20.1,108.45,0.1,49.2,0.1,,,,
2026-03-24 17:00,43,10.3,20.08,108.35,0.09,49.26,0.11,,,,
2026-03-24 18:00,44,10.56,20.65,108.08,0.09,49.04,0.13,,,,
2026-03-24 19:00,46,11.04,21.53,107.39,0.08,48.42,0.14,,,,
2026-03-24 20:00,48,11.5,22.03,106.58,0.08,47.77,0.15,,,,
2026-03-24 21:00,49,11.76,22.14,105.57,0.08,47.41,0.16,,,,
2026-03-24 22:00,500,12.01,22.71,104.86,0.07,47.65,0.16,,,,
2026-03-24 23:00,52,12.74,25.23,104.43,0.07,48.27,0.16,,,,
2026-03-25 00:00,55,13.78,28.76,104.5,0.07,48.95,0.15,,,,
2026-03-25 00:00,55,13.78,28.76,104.5,0.07,48.95,0.15,,,,
2026-03-25 01:00,56,14.7,31.73,105.19,0.07,49.49,0.15,,,,
2026-03-25 02:00,59,15.68,34.74,105.79,0.07,50.23,0.14,,,,
2026-03-25 03:00,61,17.03,38.8,106.41,0.08,51.33,0.14,,,,
2026-03-25 04:00,65,18.54,43.26,106.83,0.07,52.46,0.13,,,,
2026-03-25 05:00,68,19.95,47.21,107.55,0.06,53.41,0.13,,,,
2026-03-25 06:00,70,21.28,50.7,107.94,0.05,54.03,0.12,,,,
2026-03-25 07:00,73,22.5,53.94,108.0,0.04,53.97,0.12,,,,
2026-03-25 08:00,75,23.44,56.66,107.79,0.04,53.29,0.11,,,,
2026-03-25 09:00,76,24.03,58.64,107.52,0.04,52.31,0.1,,,,
2026-03-25 10:00,78,24.94,62.34,107.68,0.04,52.03,0.09,,,,
2026-03-25 11:00,81,26.14,67.08,107.73,0.04,52.17,0.08,,,,
2026-03-25 12:00,83,27.36,72.04,107.76,0.05,52.59,0.08,,,,
2026-03-25 13:00,86,28.84,78.14,108.15,0.07,53.72,0.07,,,,
2026-03-25 14:00,89,30.06,82.71,108.36,0.08,54.21,0.07,,,,
2026-03-25 15:00,91,31.25,86.77,108.53,0.08,54.42,0.08,,,,
2026-03-25 16:00,94,32.44,90.27,108.71,0.08,54.87,0.08,,,,
2026-03-25 17:00,96,33.7,92.81,109.06,0.09,55.72,0.09,,,,
2026-03-25 18:00,99,34.78,93.79,109.63,0.09,56.6,0.1,,,,
2026-03-25 19:00,100,35.2,92.49,109.87,0.09,57.28,0.1,,,,
2026-03-25 20:00,99,34.85,89.22,109.98,0.09,57.91,0.1,,,,
2026-03-25 21:00,97,33.88,84.83,110.02,0.09,58.4,0.1,,,,
2026-03-25 22:00,93,32.3,79.16,109.66,0.08,58.94,0.1,,,,
2026-03-25 23:00,89,30.24,72.71,109.17,0.08,59.7,0.1,,,,
2026-03-26 00:00,85,28.03,66.29,108.63,0.07,60.32,0.1,,,,
2026-03-26 00:00,85,28.03,66.29,108.63,0.07,60.32,0.1,,,,
2026-03-26 01:00,80,25.69,59.76,108.15,0.07,61.07,0.1,,,,
2026-03-26 02:00,74,23.05,52.52,107.61,0.06,61.91,0.1,,,,
2026-03-26 03:00,69,20.69,46.27,107.19,0.07,62.47,0.09,,,,
2026-03-26 04:00,65,18.78,41.32,106.46,0.07,62.71,0.09,,,,
2026-03-26 05:00,62,17.55,38.1,105.98,0.06,62.52,0.09,,,,
2026-03-26 06:00,61,16.67,35.69,105.64,0.05,62.09,0.08,,,,
2026-03-26 07:00,59,15.97,33.75,105.01,0.04,61.05,0.08,,,,
2026-03-26 08:00,58,15.41,32.22,104.22,0.03,59.38,0.07,,,,
2026-03-26 09:00,57,14.92,30.89,103.55,0.03,57.57,0.07,,,,
2026-03-26 10:00,56,14.35,29.35,103.06,0.03,55.99,0.07,,,,
2026-03-26 11:00,55,13.79,27.9,102.55,0.03,54.73,0.06,,,,
2026-03-26 12:00,54,13.39,26.87,102.22,0.03,53.94,0.06,,,,
2026-03-26 13:00,53,13.11,26.17,102.21,0.04,53.65,0.06,,,,
2026-03-26 14:00,53,12.85,25.52,102.05,0.05,53.42,0.06,,,,
2026-03-26 15:00,52,12.53,24.82,101.98,0.05,53.27,0.06,,,,
2026-03-26 16:00,51,12.15,24.0,101.67,0.05,53.02,0.06,,,,
2026-03-26 17:00,49,11.82,23.29,101.71,0.05,52.77,0.06,,,,
2026-03-26 18:00,47,11.34,22.33,101.78,0.05,52.5,0.06,,,,
2026-03-26 19:00,45,10.74,21.16,101.75,0.05,52.13,0.06,,,,
2026-03-26 20:00,42,10.07,19.95,101.99,0.05,51.78,0.06,,,,
2026-03-26 21:00,39,9.33,18.69,102.17,0.05,51.31,0.07,,,,
2026-03-26 22:00,35,8.4,17.1,102.4,0.05,50.69,0.07,,,,
2026-03-26 23:00,31,7.44,15.36,102.49,0.05,49.85,0.07,,,,
2026-03-27 00:00,28,6.64,13.93,102.5,0.04,48.98,0.07,,,,
2026-03-27 00:00,28,6.64,13.93,102.5,0.04,48.98,0.07,,,,
2026-03-27 01:00,25,6.03,12.88,102.46,0.04,48.16,0.07,,,,
2026-03-27 02:00,23,5.55,12.13,102.39,0.04,47.44,0.07,,,,
2026-03-27 03:00,22,5.16,11.57,102.22,0.04,46.77,0.08,,,,
2026-03-27 04:00,20,4.85,11.1,101.88,0.04,46.04,0.09,,,,
2026-03-27 05:00,19,4.64,10.71,101.61,0.03,45.37,0.09,,,,
2026-03-27 06:00,19,4.46,10.26,101.51,0.03,44.58,0.09,,,,
2026-03-27 07:00,18,4.31,9.83,100.95,0.03,43.43,0.08,,,,
2026-03-27 08:00,18,4.2,9.56,100.15,0.03,42.09,0.08,,,,
2026-03-27 09:00,17,4.12,9.41,99.03,0.02,40.56,0.07,,,,
2026-03-27 10:00,17,4.06,9.38,98.1,0.02,39.28,0.07,,,,
2026-03-27 11:00,17,4.02,9.58,96.99,0.02,38.42,0.08,,,,
2026-03-27 12:00,17,4.02,9.99,95.83,0.02,38.22,0.1,,,,
2026-03-27 13:00,17,4.04,10.44,95.07,0.03,38.77,0.11,,,,
2026-03-27 14:00,17,4.04,10.68,93.98,0.05,39.53,0.12,,,,
2026-03-27 15:00,17,4.05,10.72,92.88,0.05,40.5,0.13,,,,
2026-03-27 16:00,17,4.08,10.67,91.45,0.06,41.31,0.14,,,,
2026-03-27 17:00,17,4.15,10.73,90.14,0.06,41.95,0.15,,,,
2026-03-27 18:00,18,4.26,10.97,89.0,0.06,42.4,0.16,,,,
2026-03-27 19:00,19,4.47,11.58,88.22,0.06,42.58,0.17,,,,
2026-03-27 20:00,20,4.77,12.57,87.99,0.06,42.71,0.18,,,,
2026-03-27 21:00,22,5.17,13.85,88.08,0.06,42.55,0.19,,,,
2026-03-27 22:00,23,5.6,14.97,88.83,0.07,41.96,0.19,,,,
2026-03-27 23:00,24,5.86,15.41,89.79,0.07,40.37,0.2,,,,
2026-03-28 00:00,25,6.03,15.66,90.99,0.07,38.18,0.2,,,,
2026-03-28 00:00,25,6.03,15.66,90.99,0.07,38.18,0.2,,,,
2026-03-28 01:00,26,6.14,16.17,92.17,0.08,36.03,0.22,,,,
2026-03-28 02:00,26,6.21,17.24,93.18,0.09,34.68,0.24,,,,
2026-03-28 03:00,26,6.19,18.3,94.67,0.12,35.17,0.27,,,,
2026-03-28 04:00,25,6.05,18.74,96.35,0.14,38.17,0.29,,,,
2026-03-28 05:00,24,5.8,18.38,98.36,0.14,42.93,0.29,,,,
2026-03-28 06:00,23,5.56,17.64,100.11,0.13,47.8,0.28,,,,
2026-03-28 07:00,22,5.39,16.84,101.1,0.12,51.08,0.27,,,,
2026-03-28 08:00,22,5.3,16.31,101.5,0.1,52.25,0.25,,,,
2026-03-28 09:00,22,5.23,15.93,101.5,0.09,51.93,0.24,,,,
2026-03-28 10:00,21,5.15,15.52,101.77,0.09,51.21,0.23,,,,
2026-03-28 11:00,21,5.02,15.05,101.35,0.1,50.24,0.23,,,,
2026-03-28 12:00,21,4.94,14.72,101.09,0.12,49.1,0.23,,,,
2026-03-28 13:00,20,4.81,14.16,101.25,0.14,46.89,0.23,,,,
2026-03-28 14:00,19,4.67,13.47,102.41,0.15,43.3,0.23,,,,
2026-03-28 15:00,19,4.61,13.04,104.94,0.15,39.09,0.23,,,,
2026-03-28 16:00,19,4.52,12.61,108.06,0.14,35.62,0.22,,,,
2026-03-28 17:00,18,4.35,12.4,111.07,0.14,33.93,0.22,,,,
2026-03-28 18:00,17,4.17,12.41,113.72,0.14,33.61,0.22,,,,
2026-03-28 19:00,17,4.11,12.84,115.31,0.14,34.01,0.22,,,,
2026-03-28 20:00,18,4.33,13.42,116.49,0.15,35.01,0.24,,,,
2026-03-28 21:00,20,4.71,14.01,117.31,0.17,36.86,0.25,,,,
2026-03-28 22:00,21,5.07,13.77,117.61,0.18,39.82,0.25,,,,
2026-03-28 23:00,22,5.21,13.08,117.24,0.2,43.48,0.25,,,,
2026-03-29 00:00,21,5.13,12.41,116.73,0.21,47.29,0.23,,,,
2026-03-29 00:00,21,5.13,12.41,116.73,0.21,47.29,0.23,,,,
2026-03-29 01:00,20,4.81,12.01,116.19,0.23,50.97,0.22,,,,
2026-03-29 02:00,19,4.54,12.08,116.1,0.24,53.85,0.21,,,,
2026-03-29 03:00,18,4.35,12.24,116.15,0.28,56.19,0.22,,,,
2026-03-29 04:00,17,4.16,12.07,116.33,0.28,57.82,0.22,,,,
2026-03-29 05:00,17,4.07,11.81,116.84,0.24,59.38,0.22,,,,
2026-03-29 06:00,17,4.18,11.75,117.64,0.19,61.1,0.22,,,,
2026-03-29 07:00,19,4.44,12.0,118.39,0.16,62.42,0.23,,,,
2026-03-29 08:00,20,4.74,12.69,118.85,0.14,63.81,0.23,,,,
2026-03-29 09:00,21,5.0,13.51,119.05,0.13,65.88,0.24,,,,
2026-03-29 10:00,22,5.26,14.34,119.15,0.13,69.99,0.25,,,,
2026-03-29 11:00,23,5.58,15.42,119.04,0.14,76.57,0.26,,,,
2026-03-29 12:00,24,5.88,16.64,119.17,0.16,84.52,0.28,,,,
2026-03-29 13:00,26,6.2,18.18,119.6,0.21,92.5,0.31,,,,
2026-03-29 14:00,28,6.67,20.13,120.2,0.26,98.3,0.35,,,,
2026-03-29 15:00,30,7.09,21.8,120.79,0.27,102.96,0.37,,,,
2026-03-29 16:00,31,7.34,22.97,121.19,0.26,106.25,0.39,,,,
2026-03-29 17:00,31,7.53,24.04,121.56,0.25,109.97,0.41,,,,
2026-03-29 18:00,32,7.67,25.2,121.8,0.25,114.16,0.44,,,,
2026-03-29 19:00,32,7.77,26.32,121.87,0.25,118.04,0.48,,,,
2026-03-29 20:00,33,7.87,27.49,121.54,0.25,120.93,0.52,,,,
2026-03-29 21:00,34,8.05,29.0,121.3,0.25,123.02,0.56,,,,
2026-03-29 22:00,34,8.28,30.71,120.88,0.24,123.92,0.61,,,,
2026-03-29 23:00,35,8.46,32.23,120.47,0.24,124.24,0.65,,,,
2026-03-30 00:00,36,8.55,33.15,120.04,0.24,123.8,0.69,,,,
2026-03-30 00:00,36,8.55,33.15,120.04,0.24,123.8,0.69,,,,
2026-03-30 01:00,36,8.54,33.33,119.74,0.24,123.05,0.71,,,,
2026-03-30 02:00,35,8.5,33.07,119.76,0.25,123.15,0.72,,,,
2026-03-30 03:00,36,8.56,32.84,120.25,0.31,123.81,0.73,,,,
2026-03-30 04:00,36,8.7,32.81,120.77,0.29,124.57,0.75,,,,
2026-03-30 05:00,37,8.97,33.2,121.29,0.23,125.73,0.76,,,,
2026-03-30 06:00,39,9.34,33.91,121.81,0.18,126.34,0.78,,,,
2026-03-30 07:00,41,9.76,34.79,122.1,0.16,125.82,0.79,,,,
2026-03-30 08:00,43,10.22,35.75,122.4,0.15,125.16,0.8,,,,
2026-03-30 09:00,44,10.65,36.57,122.39,0.14,124.19,0.81,,,,
2026-03-30 10:00,46,11.09,37.33,122.76,0.15,124.19,0.83,,,,
2026-03-30 11:00,48,11.46,37.81,122.85,0.16,124.57,0.85,,,,
2026-03-30 12:00,49,11.72,37.95,122.91,0.19,124.94,0.86,,,,
2026-03-30 13:00,49,11.85,37.81,122.79,0.24,126.18,0.87,,,,
2026-03-30 14:00,49,11.84,37.27,122.62,0.28,127.11,0.87,,,,
2026-03-30 15:00,49,11.66,36.29,122.02,0.27,127.84,0.87,,,,
2026-03-30 16:00,47,11.27,34.79,121.11,0.25,128.25,0.85,,,,
2026-03-30 17:00,45,10.74,32.9,120.24,0.24,128.31,0.81,,,,
2026-03-30 18:00,42,10.12,30.88,119.41,0.22,128.21,0.76,,,,
2026-03-30 19:00,40,9.51,29.03,118.42,0.21,127.47,0.71,,,,
2026-03-30 20:00,38,9.08,27.83,117.75,0.21,126.84,0.68,,,,
2026-03-30 21:00,37,8.84,27.26,117.46,0.2,126.05,0.65,,,,
2026-03-30 22:00,36,8.75,27.23,117.53,0.2,125.17,0.65,,,,
2026-03-30 23:00,36,8.74,27.48,117.63,0.19,124.34,0.66,,,,
2026-03-31 00:00,36,8.74,27.79,117.82,0.19,123.26,0.67,,,,
2026-03-31 00:00,36,8.74,27.79,117.82,0.19,123.26,0.67,,,,
2026-03-31 01:00,36,8.71,27.86,117.89,0.19,122.29,0.68,,,,
2026-03-31 02:00,36,8.56,27.37,117.78,0.19,121.31,0.69,,,,
2026-03-31 03:00,35,8.42,26.72,117.85,0.24,120.79,0.69,,,,
2026-03-31 04:00,35,8.37,26.23,118.08,0.25,120.68,0.69,,,,
2026-03-31 05:00,35,8.42,26.01,118.24,0.23,120.39,0.69,,,,
2026-03-31 06:00,36,8.58,26.08,118.48,0.18,119.94,0.69,,,,
2026-03-31 07:00,37,8.79,26.29,118.38,0.15,118.94,0.68,,,,
2026-03-31 08:00,37,8.99,26.5,118.24,0.13,117.59,0.67,,,,
2026-03-31 09:00,38,9.12,26.59,117.74,0.12,115.89,0.64,,,,
2026-03-31 10:00,39,9.24,26.73,117.67,0.12,114.76,0.63,,,,
2026-03-31 11:00,39,9.3,26.81,117.31,0.14,113.95,0.61,,,,
2026-03-31 12:00,39,9.29,26.79,116.99,0.16,113.39,0.6,,,,
2026-03-31 13:00,39,9.26,26.8,117.16,0.19,113.54,0.58,,,,
2026-03-31 14:00,39,9.24,26.89,117.21,0.21,113.73,0.57,,,,
2026-03-31 15:00,39,9.24,27.04,117.11,0.2,114.08,0.55,,,,
2026-03-31 16:00,39,9.25,27.21,116.96,0.18,114.38,0.54,,,,
2026-03-31 17:00,39,9.31,27.41,116.88,0.18,114.91,0.52,,,,
2026-03-31 18:00,39,9.41,27.65,116.8,0.17,115.23,0.5,,,,
2026-03-31 19:00,40,9.5,27.79,116.36,0.16,115.31,0.48,,,,
2026-03-31 20:00,40,9.61,27.97,116.21,0.15,115.35,0.46,,,,
2026-03-31 21:00,40,9.71,28.13,116.11,0.15,115.39,0.44,,,,
2026-03-31 22:00,41,9.81,28.31,116.03,0.14,115.4,0.42,,,,
2026-03-31 23:00,41,9.9,28.5,116.03,0.13,115.38,0.4,,,,
2026-04-01 00:00,41,9.91,28.52,116.05,0.12,115.2,0.39,,,,
2026-04-01 00:00,41,9.91,28.52,116.05,0.12,115.2,0.39,,,,
2026-04-01 01:00,41,9.8,28.21,115.9,0.12,115.02,0.37,,,,
2026-04-01 02:00,40,9.58,27.61,115.93,0.12,114.87,0.34,,,,
2026-04-01 03:00,39,9.4,27.1,115.95,0.14,114.72,0.32,,,,
2026-04-01 04:00,39,9.33,26.87,116.02,0.14,114.34,0.31,,,,
2026-04-01 05:00,39,9.35,26.96,116.06,0.12,113.65,0.29,,,,
2026-04-01 06:00,39,9.44,27.27,116.19,0.1,112.65,0.28,,,,
2026-04-01 07:00,40,9.59,27.76,116.23,0.08,111.11,0.27,,,,
2026-04-01 08:00,41,9.8,28.4,116.3,0.07,108.99,0.26,,,,
2026-04-01 09:00,42,10.03,29.08,116.36,0.07,106.84,0.25,,,,
2026-04-01 10:00,43,10.32,29.96,116.74,0.07,104.7,0.24,,,,
2026-04-01 11:00,45,10.72,31.19,117.05,0.07,102.47,0.24,,,,
2026-04-01 12:00,47,11.22,32.79,117.27,0.09,100.77,0.24,,,,
2026-04-01 13:00,49,11.81,34.65,117.6,0.11,99.74,0.24,,,,
2026-04-01 14:00,52,12.35,36.36,118.04,0.13,99.06,0.25,,,,
2026-04-01 15:00,52,12.81,37.74,118.33,0.13,98.8,0.25,,,,
2026-04-01 16:00,53,13.1,38.58,118.28,0.13,98.71,0.25,,,,
2026-04-01 17:00,54,13.29,39.19,118.29,0.12,99.19,0.25,,,,
2026-04-01 18:00,54,13.43,39.78,118.23,0.12,99.68,0.25,,,,
2026-04-01 19:00,54,13.56,40.37,118.06,0.11,100.09,0.24,,,,
2026-04-01 20:00,55,13.77,41.0,118.25,0.11,100.42,0.24,,,,
2026-04-01 21:00,55,13.99,41.35,118.56,0.1,100.84,0.23,,,,
2026-04-01 22:00,55,13.84,38.47,119.3,0.1,101.38,0.24,,,,
2026-04-01 23:00,54,13.38,34.04,119.98,0.1,101.58,0.22,,,,
2026-04-02 00:00,52,12.8,29.95,120.02,0.09,101.36,0.2,,,,
2026-04-02 00:00,52,12.8,29.95,120.02,0.09,101.36,0.2,,,,
2026-04-02 01:00,51,12.12,27.09,119.29,0.09,100.43,0.17,,,,
2026-04-02 02:00,48,11.41,25.08,118.39,0.08,99.51,0.15,,,,
2026-04-02 03:00,45,10.87,23.67,117.05,0.09,98.89,0.13,,,,
2026-04-02 04:00,42,10.18,21.05,116.03,0.1,98.11,0.13,,,,
2026-04-02 05:00,39,9.38,18.07,115.38,0.11,96.24,0.14,,,,
2026-04-02 06:00,37,8.77,16.02,115.45,0.11,92.89,0.17,,,,
2026-04-02 07:00,33,7.97,13.93,114.4,0.11,86.35,0.18,,,,
2026-04-02 08:00,30,7.12,12.05,113.7,0.09,79.39,0.18,,,,
2026-04-02 09:00,26,6.21,10.18,113.08,0.08,73.7,0.16,,,,
2026-04-02 10:00,22,5.25,8.19,112.36,0.07,69.59,0.13,,,,
2026-04-02 11:00,19,4.55,7.2,112.13,0.06,64.11,0.12,,,,
2026-04-02 12:00,16,3.93,6.44,112.47,0.07,57.98,0.11,,,,
2026-04-02 13:00,14,3.38,5.93,113.54,0.08,51.66,0.12,,,,
2026-04-02 14:00,13,3.05,6.0,116.2,0.09,46.4,0.14,,,,
2026-04-02 15:00,13,3.17,6.99,120.62,0.1,43.31,0.17,,,,
2026-04-02 16:00,16,3.76,9.15,125.18,0.1,42.64,0.19,,,,
2026-04-02 17:00,18,4.4,10.79,129.13,0.1,43.43,0.21,,,,
2026-04-02 18:00,21,4.94,11.55,132.06,0.1,44.42,0.21,,,,
2026-04-02 19:00,23,5.4,11.11,135.81,0.1,46.0,0.2,,,,
2026-04-02 20:00,25,5.9,10.89,139.71,0.1,48.01,0.19,,,,
2026-04-02 21:00,27,6.44,10.91,142.95,0.1,50.07,0.18,,,,
2026-04-02 22:00,29,6.96,10.88,145.93,0.1,52.78,0.18,,,,
2026-04-02 23:00,31,7.32,10.86,146.57,0.11,55.71,0.17,,,,
2026-04-03 00:00,32,7.56,10.92,146.57,0.11,58.8,0.17,,,,
2026-04-03 00:00,32,7.56,10.92,146.57,0.11,58.8,0.17,,,,
2026-04-03 01:00,31,7.53,10.78,145.4,0.12,62.44,0.17,,,,
2026-04-03 02:00,31,7.35,10.63,142.95,0.14,65.98,0.18,,,,
2026-04-03 03:00,30,7.14,10.61,140.08,0.17,69.1,0.22,,,,
2026-04-03 04:00,26,6.28,9.96,136.43,0.2,75.88,0.22,,,,
2026-04-03 05:00,21,5.01,8.5,133.3,0.22,83.19,0.22,,,,
2026-04-03 06:00,17,4.04,6.98,131.59,0.19,86.97,0.21,,,,
2026-04-03 07:00,13,3.12,5.58,129.37,0.14,91.7,0.17,,,,
2026-04-03 08:00,10,2.47,4.61,127.65,0.13,97.91,0.14,,,,
2026-04-03 09:00,9,2.16,4.15,126.61,0.13,103.02,0.13,,,,
2026-04-03 10:00,9,2.06,4.13,126.3,0.15,108.23,0.13,,,,
2026-04-03 11:00,9,2.16,4.63,125.96,0.17,112.72,0.14,,,,
2026-04-03 12:00,10,2.45,5.68,125.85,0.21,118.0,0.16,,,,
2026-04-03 13:00,12,2.93,7.35,126.92,0.27,123.77,0.19,,,,
2026-04-03 14:00,15,3.58,9.58,127.75,0.32,127.88,0.24,,,,
2026-04-03 15:00,18,4.4,12.37,128.87,0.32,131.12,0.29,,,,
2026-04-03 16:00,22,5.16,15.02,130.32,0.31,133.07,0.33,,,,
2026-04-03 17:00,24,5.69,17.15,131.38,0.31,134.08,0.35,,,,
2026-04-03 18:00,25,5.95,18.7,132.11,0.31,134.7,0.37,,,,
2026-04-03 19:00,25,6.03,19.74,132.66,0.3,134.74,0.37,,,,
2026-04-03 20:00,25,6.04,20.4,133.02,0.29,134.73,0.37,,,,
2026-04-03 21:00,25,6.05,20.92,132.96,0.27,134.71,0.37,,,,
2026-04-03 22:00,25,5.96,21.0,132.79,0.26,134.45,0.37,,,,
2026-04-03 23:00,24,5.77,20.63,132.66,0.25,134.39,0.36,,,,
2026-04-04 00:00,23,5.57,20.11,132.61,0.24,134.03,0.35,,,,
2026-04-04 00:00,23,5.57,20.11,132.61,0.24,134.03,0.35,,,,
2026-04-04 01:00,22,5.19,18.65,132.27,0.24,133.87,0.35,,,,
2026-04-04 02:00,20,4.85,17.19,131.82,0.27,133.86,0.34,,,,
2026-04-04 03:00,20,4.76,16.72,131.92,0.34,133.81,0.33,,,,
2026-04-04 04:00,20,4.76,16.59,131.91,0.32,133.93,0.32,,,,
2026-04-04 05:00,20,4.85,16.72,132.0,0.26,134.08,0.31,,,,
2026-04-04 06:00,21,4.97,16.95,131.92,0.2,133.83,0.29,,,,
2026-04-04 07:00,21,5.08,17.19,131.68,0.17,132.97,0.28,,,,
2026-04-04 08:00,22,5.18,17.43,131.16,0.15,131.39,0.27,,,,
2026-04-04 09:00,22,5.27,17.63,130.57,0.14,129.66,0.25,,,,
2026-04-04 10:00,22,5.36,17.9,130.43,0.14,128.79,0.25,,,,
2026-04-04 11:00,23,5.45,18.08,130.05,0.14,127.98,0.24,,,,
2026-04-04 12:00,23,5.55,18.2,129.77,0.16,127.46,0.24,,,,
2026-04-04 13:00,24,5.71,18.44,129.9,0.19,127.65,0.24,,,,
2026-04-04 14:00,25,5.98,18.83,130.04,0.22,126.82,0.24,,,,
2026-04-04 15:00,26,6.29,19.18,129.88,0.2,125.94,0.24,,,,
2026-04-04 16:00,27,6.51,19.32,129.64,0.19,125.21,0.24,,,,
2026-04-04 17:00,28,6.69,19.42,129.36,0.17,125.33,0.24,,,,
2026-04-04 18:00,29,6.88,19.7,128.96,0.17,125.2,0.24,,,,
2026-04-04 19:00,30,7.14,20.41,128.24,0.16,124.64,0.24,,,,
2026-04-04 20:00,32,7.57,21.89,127.55,0.15,124.05,0.25,,,,
2026-04-04 21:00,34,8.21,24.21,126.91,0.14,123.15,0.26,,,,
2026-04-04 22:00,38,9.13,27.5,126.19,0.13,122.26,0.26,,,,
2026-04-04 23:00,43,10.25,31.48,125.68,0.12,121.12,0.27,,,,
2026-04-05 00:00,48,11.51,35.79,125.23,0.11,119.85,0.27,,,,
2026-04-05 00:00,48,11.51,35.79,125.23,0.11,119.85,0.27,,,,
2026-04-05 01:00,52,12.77,40.1,124.87,0.1,118.71,0.27,,,,
2026-04-05 02:00,55,13.97,44.14,124.83,0.1,117.95,0.26,,,,
2026-04-05 03:00,57,15.05,47.61,124.83,0.11,117.32,0.26,,,,
2026-04-05 04:00,59,15.8,49.79,124.69,0.08,116.63,0.25,,,,
2026-04-05 05:00,60,16.36,51.14,124.78,0.06,116.05,0.24,,,,
2026-04-05 06:00,61,16.86,52.2,124.72,0.05,114.68,0.23,,,,
2026-04-05 07:00,62,17.37,53.4,124.44,0.04,112.68,0.21,,,,
2026-04-05 08:00,63,17.91,54.85,124.06,0.04,110.49,0.2,,,,
2026-04-05 09:00,64,18.42,56.28,123.84,0.04,108.35,0.19,,,,
2026-04-05 10:00,65,18.97,57.69,123.94,0.05,107.3,0.19,,,,
2026-04-05 11:00,66,19.36,58.44,123.99,0.05,106.98,0.18,,,,
2026-04-05 12:00,67,19.57,58.63,124.27,0.06,107.55,0.18,,,,
2026-04-05 13:00,67,19.81,59.21,125.04,0.08,108.71,0.18,,,,
2026-04-05 14:00,68,20.23,61.15,125.6,0.1,109.17,0.18,,,,
2026-04-05 15:00,70,21.0,65.03,126.36,0.1,108.28,0.19,,,,
2026-04-05 16:00,72,21.92,69.78,126.73,0.09,106.13,0.2,,,,
2026-04-05 17:00,74,22.8,74.11,126.85,0.09,103.38,0.21,,,,
2026-04-05 18:00,75,23.55,77.65,126.79,0.08,100.68,0.22,,,,
2026-04-05 19:00,76,24.07,80.02,126.4,0.08,98.46,0.23,,,,
2026-04-05 20:00,77,24.37,81.39,125.89,0.07,96.89,0.25,,,,
2026-04-05 21:00,77,24.51,82.12,125.43,0.07,95.7,0.26,,,,
2026-04-05 22:00,77,24.59,82.54,125.04,0.07,94.16,0.29,,,,
2026-04-05 23:00,77,24.57,82.86,124.76,0.07,92.11,0.3,,,,
2026-04-06 00:00,77,24.41,83.33,124.71,0.06,89.18,0.32,,,,
2026-04-06 00:00,77,24.41,83.33,124.71,0.06,89.18,0.32,,,,
2026-04-07 01:00,54,13.39,56.86,121.65,0.09,48.27,0.38,,,,
2026-04-07 02:00,54,13.57,58.38,122.08,0.1,49.03,0.39,,,,
2026-04-07 03:00,54,13.7,59.07,122.55,0.1,49.81,0.39,,,,
2026-04-07 04:00,55,13.9,59.45,122.64,0.09,51.1,0.4,,,,
2026-04-07 05:00,56,14.28,59.92,123.01,0.09,54.25,0.44,,,,
2026-04-07 06:00,56,14.67,59.81,123.06,0.09,59.31,0.48,,,,
2026-04-07 07:00,57,15.08,59.79,122.84,0.09,65.35,0.54,,,,
2026-04-07 08:00,59,15.69,60.65,122.23,0.1,71.17,0.61,,,,
2026-04-07 09:00,60,16.33,61.74,121.63,0.1,75.67,0.67,,,,
